Municipality,year,population,Region
Aabenraa,2008,60316.75,Southern Denmark
Aabenraa,2009,60237.0,Southern Denmark
Aabenraa,2010,59946.0,Southern Denmark
Aabenraa,2011,59750.0,Southern Denmark
Aabenraa,2012,59457.25,Southern Denmark
Aabenraa,2013,59133.25,Southern Denmark
Aabenraa,2014,58977.5,Southern Denmark
Aabenraa,2015,58928.5,Southern Denmark
Aabenraa,2016,58996.25,Southern Denmark
Aabenraa,2017,59095.75,Southern Denmark
Aabenraa,2018,59034.5,Southern Denmark
Aabenraa,2019,58946.5,Southern Denmark
Aabenraa,2020,58676.25,Southern Denmark
Aabenraa,2021,58556.5,Southern Denmark
Aabenraa,2022,58883.0,Southern Denmark
Aabenraa,2023,58842.25,Southern Denmark
Aabenraa,2024,58637.5,Southern Denmark
Aalborg,2008,195369.0,North Jutland
Aalborg,2009,196461.0,North Jutland
Aalborg,2010,197786.25,North Jutland
Aalborg,2011,199725.0,North Jutland
Aalborg,2012,201589.75,North Jutland
Aalborg,2013,203983.0,North Jutland
Aalborg,2014,206243.25,North Jutland
Aalborg,2015,208336.0,North Jutland
Aalborg,2016,210779.0,North Jutland
Aalborg,2017,212241.0,North Jutland
Aalborg,2018,213798.0,North Jutland
Aalborg,2019,215851.75,North Jutland
Aalborg,2020,217691.0,North Jutland
Aalborg,2021,219912.5,North Jutland
Aalborg,2022,221616.25,North Jutland
Aalborg,2023,222671.5,North Jutland
Aalborg,2024,223473.25,North Jutland
Aarhus,2008,299457.25,Central Jutland
Aarhus,2009,303985.75,Central Jutland
Aarhus,2010,307805.25,Central Jutland
Aarhus,2011,311784.0,Central Jutland
Aarhus,2012,315845.5,Central Jutland
Aarhus,2013,320541.25,Central Jutland
Aarhus,2014,324594.0,Central Jutland
Aarhus,2015,327601.25,Central Jutland
Aarhus,2016,332301.0,Central Jutland
Aarhus,2017,337210.25,Central Jutland
Aarhus,2018,342261.25,Central Jutland
Aarhus,2019,346622.25,Central Jutland
Aarhus,2020,350704.25,Central Jutland
Aarhus,2021,353218.0,Central Jutland
Aarhus,2022,357203.75,Central Jutland
Aarhus,2023,363305.0,Central Jutland
Aarhus,2024,368974.25,Central Jutland
Albertslund,2008,27644.75,Capital Region
Albertslund,2009,27784.75,Capital Region
Albertslund,2010,27737.25,Capital Region
Albertslund,2011,27774.5,Capital Region
Albertslund,2012,27865.75,Capital Region
Albertslund,2013,27782.25,Capital Region
Albertslund,2014,27754.5,Capital Region
Albertslund,2015,27732.75,Capital Region
Albertslund,2016,27852.75,Capital Region
Albertslund,2017,27857.25,Capital Region
Albertslund,2018,27768.0,Capital Region
Albertslund,2019,27768.0,Capital Region
Albertslund,2020,27605.25,Capital Region
Albertslund,2021,27270.5,Capital Region
Albertslund,2022,27567.5,Capital Region
Albertslund,2023,27554.5,Capital Region
Albertslund,2024,27704.5,Capital Region
Allerød,2008,23608.25,Capital Region
Allerød,2009,23921.75,Capital Region
Allerød,2010,24120.75,Capital Region
Allerød,2011,24077.5,Capital Region
Allerød,2012,24067.25,Capital Region
Allerød,2013,24079.5,Capital Region
Allerød,2014,24229.75,Capital Region
Allerød,2015,24513.5,Capital Region
Allerød,2016,24823.5,Capital Region
Allerød,2017,25093.75,Capital Region
Allerød,2018,25377.25,Capital Region
Allerød,2019,25686.25,Capital Region
Allerød,2020,25693.5,Capital Region
Allerød,2021,25895.5,Capital Region
Allerød,2022,25947.5,Capital Region
Allerød,2023,26009.5,Capital Region
Allerød,2024,25990.5,Capital Region
Assens,2008,42167.0,Southern Denmark
Assens,2009,42101.5,Southern Denmark
Assens,2010,41884.25,Southern Denmark
Assens,2011,41579.75,Southern Denmark
Assens,2012,41394.25,Southern Denmark
Assens,2013,41180.75,Southern Denmark
Assens,2014,41033.5,Southern Denmark
Assens,2015,41135.25,Southern Denmark
Assens,2016,41349.0,Southern Denmark
Assens,2017,41406.75,Southern Denmark
Assens,2018,41382.25,Southern Denmark
Assens,2019,41128.0,Southern Denmark
Assens,2020,40894.75,Southern Denmark
Assens,2021,40861.5,Southern Denmark
Assens,2022,40969.25,Southern Denmark
Assens,2023,40847.75,Southern Denmark
Assens,2024,40585.75,Southern Denmark
Ballerup,2008,47265.25,Capital Region
Ballerup,2009,47512.5,Capital Region
Ballerup,2010,47721.5,Capital Region
Ballerup,2011,47987.75,Capital Region
Ballerup,2012,48139.0,Capital Region
Ballerup,2013,48357.0,Capital Region
Ballerup,2014,48477.0,Capital Region
Ballerup,2015,48297.0,Capital Region
Ballerup,2016,48245.5,Capital Region
Ballerup,2017,48219.75,Capital Region
Ballerup,2018,48347.75,Capital Region
Ballerup,2019,48448.75,Capital Region
Ballerup,2020,48821.5,Capital Region
Ballerup,2021,49196.25,Capital Region
Ballerup,2022,49543.25,Capital Region
Ballerup,2023,50366.5,Capital Region
Ballerup,2024,51869.0,Capital Region
Billund,2008,26228.25,Southern Denmark
Billund,2009,26262.25,Southern Denmark
Billund,2010,26178.25,Southern Denmark
Billund,2011,26219.0,Southern Denmark
Billund,2012,26309.0,Southern Denmark
Billund,2013,26351.25,Southern Denmark
Billund,2014,26334.75,Southern Denmark
Billund,2015,26334.75,Southern Denmark
Billund,2016,26508.0,Southern Denmark
Billund,2017,26500.25,Southern Denmark
Billund,2018,26553.0,Southern Denmark
Billund,2019,26660.5,Southern Denmark
Billund,2020,26570.75,Southern Denmark
Billund,2021,26549.0,Southern Denmark
Billund,2022,26826.5,Southern Denmark
Billund,2023,27063.5,Southern Denmark
Billund,2024,27145.75,Southern Denmark
Bornholm,2008,42824.5,Capital Region
Bornholm,2009,42531.5,Capital Region
Bornholm,2010,42135.5,Capital Region
Bornholm,2011,41690.0,Capital Region
Bornholm,2012,41197.75,Capital Region
Bornholm,2013,40654.25,Capital Region
Bornholm,2014,40174.5,Capital Region
Bornholm,2015,39883.0,Capital Region
Bornholm,2016,39800.25,Capital Region
Bornholm,2017,39759.25,Capital Region
Bornholm,2018,39719.75,Capital Region
Bornholm,2019,39701.25,Capital Region
Bornholm,2020,39575.0,Capital Region
Bornholm,2021,39733.5,Capital Region
Bornholm,2022,39765.75,Capital Region
Bornholm,2023,39646.0,Capital Region
Bornholm,2024,39328.75,Capital Region
Brøndby,2008,33752.0,Capital Region
Brøndby,2009,33808.0,Capital Region
Brøndby,2010,33855.75,Capital Region
Brøndby,2011,34019.75,Capital Region
Brøndby,2012,34126.25,Capital Region
Brøndby,2013,34286.0,Capital Region
Brøndby,2014,34824.25,Capital Region
Brøndby,2015,35164.75,Capital Region
Brøndby,2016,35413.5,Capital Region
Brøndby,2017,35540.25,Capital Region
Brøndby,2018,35533.0,Capital Region
Brøndby,2019,35224.25,Capital Region
Brøndby,2020,35128.75,Capital Region
Brøndby,2021,35394.25,Capital Region
Brøndby,2022,36068.0,Capital Region
Brøndby,2023,37799.5,Capital Region
Brøndby,2024,39576.0,Capital Region
Brønderslev,2008,35595.25,North Jutland
Brønderslev,2009,35767.0,North Jutland
Brønderslev,2010,35800.25,North Jutland
Brønderslev,2011,35780.0,North Jutland
Brønderslev,2012,35707.5,North Jutland
Brønderslev,2013,35624.25,North Jutland
Brønderslev,2014,35659.5,North Jutland
Brønderslev,2015,35889.5,North Jutland
Brønderslev,2016,36089.0,North Jutland
Brønderslev,2017,36158.0,North Jutland
Brønderslev,2018,36336.75,North Jutland
Brønderslev,2019,36387.0,North Jutland
Brønderslev,2020,36282.0,North Jutland
Brønderslev,2021,36168.25,North Jutland
Brønderslev,2022,36392.75,North Jutland
Brønderslev,2023,36575.5,North Jutland
Brønderslev,2024,36601.75,North Jutland
Copenhagen,2008,512558.5,Capital Region
Copenhagen,2009,521887.0,Capital Region
Copenhagen,2010,532085.0,Capital Region
Copenhagen,2011,542883.25,Capital Region
Copenhagen,2012,552612.5,Capital Region
Copenhagen,2013,563268.0,Capital Region
Copenhagen,2014,573433.25,Capital Region
Copenhagen,2015,584189.25,Capital Region
Copenhagen,2016,595423.75,Capital Region
Copenhagen,2017,606431.5,Capital Region
Copenhagen,2018,617019.25,Capital Region
Copenhagen,2019,627320.75,Capital Region
Copenhagen,2020,634190.0,Capital Region
Copenhagen,2021,639799.5,Capital Region
Copenhagen,2022,647829.0,Capital Region
Copenhagen,2023,656755.75,Capital Region
Copenhagen,2024,662770.5,Capital Region
Dragør,2008,13344.5,Capital Region
Dragør,2009,13459.25,Capital Region
Dragør,2010,13631.5,Capital Region
Dragør,2011,13730.75,Capital Region
Dragør,2012,13767.25,Capital Region
Dragør,2013,13898.25,Capital Region
Dragør,2014,13962.0,Capital Region
Dragør,2015,14038.5,Capital Region
Dragør,2016,14179.75,Capital Region
Dragør,2017,14268.25,Capital Region
Dragør,2018,14243.5,Capital Region
Dragør,2019,14365.0,Capital Region
Dragør,2020,14503.5,Capital Region
Dragør,2021,14587.0,Capital Region
Dragør,2022,14631.25,Capital Region
Dragør,2023,14552.0,Capital Region
Dragør,2024,14495.5,Capital Region
Egedal,2008,40787.25,Capital Region
Egedal,2009,41166.75,Capital Region
Egedal,2010,41565.25,Capital Region
Egedal,2011,41717.0,Capital Region
Egedal,2012,41890.5,Capital Region
Egedal,2013,42106.75,Capital Region
Egedal,2014,42373.5,Capital Region
Egedal,2015,42648.75,Capital Region
Egedal,2016,42841.25,Capital Region
Egedal,2017,43041.5,Capital Region
Egedal,2018,43114.75,Capital Region
Egedal,2019,43375.75,Capital Region
Egedal,2020,43406.25,Capital Region
Egedal,2021,43926.75,Capital Region
Egedal,2022,44707.75,Capital Region
Egedal,2023,45352.0,Capital Region
Egedal,2024,45537.25,Capital Region
Esbjerg,2008,114393.75,Southern Denmark
Esbjerg,2009,114733.5,Southern Denmark
Esbjerg,2010,115137.5,Southern Denmark
Esbjerg,2011,115182.75,Southern Denmark
Esbjerg,2012,115113.25,Southern Denmark
Esbjerg,2013,115017.25,Southern Denmark
Esbjerg,2014,115249.0,Southern Denmark
Esbjerg,2015,115536.75,Southern Denmark
Esbjerg,2016,115901.5,Southern Denmark
Esbjerg,2017,115935.25,Southern Denmark
Esbjerg,2018,116014.75,Southern Denmark
Esbjerg,2019,115637.5,Southern Denmark
Esbjerg,2020,115572.0,Southern Denmark
Esbjerg,2021,115538.75,Southern Denmark
Esbjerg,2022,115654.75,Southern Denmark
Esbjerg,2023,115700.25,Southern Denmark
Esbjerg,2024,115302.0,Southern Denmark
Faaborg-Midtfyn,2008,52054.5,Southern Denmark
Faaborg-Midtfyn,2009,52090.5,Southern Denmark
Faaborg-Midtfyn,2010,51985.75,Southern Denmark
Faaborg-Midtfyn,2011,51761.5,Southern Denmark
Faaborg-Midtfyn,2012,51546.5,Southern Denmark
Faaborg-Midtfyn,2013,51267.25,Southern Denmark
Faaborg-Midtfyn,2014,51034.5,Southern Denmark
Faaborg-Midtfyn,2015,51072.0,Southern Denmark
Faaborg-Midtfyn,2016,51284.0,Southern Denmark
Faaborg-Midtfyn,2017,51421.5,Southern Denmark
Faaborg-Midtfyn,2018,51636.25,Southern Denmark
Faaborg-Midtfyn,2019,51734.5,Southern Denmark
Faaborg-Midtfyn,2020,51552.0,Southern Denmark
Faaborg-Midtfyn,2021,51724.25,Southern Denmark
Faaborg-Midtfyn,2022,52004.25,Southern Denmark
Faaborg-Midtfyn,2023,52234.75,Southern Denmark
Faaborg-Midtfyn,2024,52290.25,Southern Denmark
Fanø,2008,3212.75,Southern Denmark
Fanø,2009,3221.75,Southern Denmark
Fanø,2010,3225.0,Southern Denmark
Fanø,2011,3222.75,Southern Denmark
Fanø,2012,3239.75,Southern Denmark
Fanø,2013,3245.0,Southern Denmark
Fanø,2014,3263.25,Southern Denmark
Fanø,2015,3273.75,Southern Denmark
Fanø,2016,3322.25,Southern Denmark
Fanø,2017,3366.0,Southern Denmark
Fanø,2018,3415.0,Southern Denmark
Fanø,2019,3445.5,Southern Denmark
Fanø,2020,3475.0,Southern Denmark
Fanø,2021,3448.0,Southern Denmark
Fanø,2022,3429.25,Southern Denmark
Fanø,2023,3402.75,Southern Denmark
Fanø,2024,3333.5,Southern Denmark
Favrskov,2008,45838.5,Central Jutland
Favrskov,2009,46336.0,Central Jutland
Favrskov,2010,46658.75,Central Jutland
Favrskov,2011,46995.75,Central Jutland
Favrskov,2012,47158.75,Central Jutland
Favrskov,2013,47077.75,Central Jutland
Favrskov,2014,47244.5,Central Jutland
Favrskov,2015,47570.0,Central Jutland
Favrskov,2016,47755.25,Central Jutland
Favrskov,2017,48042.25,Central Jutland
Favrskov,2018,48300.75,Central Jutland
Favrskov,2019,48367.75,Central Jutland
Favrskov,2020,48374.75,Central Jutland
Favrskov,2021,48562.5,Central Jutland
Favrskov,2022,49079.75,Central Jutland
Favrskov,2023,49367.5,Central Jutland
Favrskov,2024,49328.5,Central Jutland
Faxe,2008,35455.75,Zealand Region
Faxe,2009,35424.5,Zealand Region
Faxe,2010,35336.0,Zealand Region
Faxe,2011,35240.5,Zealand Region
Faxe,2012,35148.75,Zealand Region
Faxe,2013,35095.25,Zealand Region
Faxe,2014,35143.5,Zealand Region
Faxe,2015,35372.0,Zealand Region
Faxe,2016,35703.75,Zealand Region
Faxe,2017,36026.25,Zealand Region
Faxe,2018,36290.0,Zealand Region
Faxe,2019,36545.5,Zealand Region
Faxe,2020,36596.25,Zealand Region
Faxe,2021,36889.25,Zealand Region
Faxe,2022,37199.75,Zealand Region
Faxe,2023,37513.75,Zealand Region
Faxe,2024,37687.25,Zealand Region
Fredensborg,2008,39223.75,Capital Region
Fredensborg,2009,39255.5,Capital Region
Fredensborg,2010,39218.75,Capital Region
Fredensborg,2011,39443.5,Capital Region
Fredensborg,2012,39541.0,Capital Region
Fredensborg,2013,39472.75,Capital Region
Fredensborg,2014,39661.75,Capital Region
Fredensborg,2015,39914.25,Capital Region
Fredensborg,2016,40228.75,Capital Region
Fredensborg,2017,40598.5,Capital Region
Fredensborg,2018,40784.5,Capital Region
Fredensborg,2019,40840.25,Capital Region
Fredensborg,2020,40920.5,Capital Region
Fredensborg,2021,41071.0,Capital Region
Fredensborg,2022,41476.25,Capital Region
Fredensborg,2023,41758.75,Capital Region
Fredensborg,2024,42038.5,Capital Region
Fredericia,2008,49503.25,Southern Denmark
Fredericia,2009,49779.5,Southern Denmark
Fredericia,2010,50015.0,Southern Denmark
Fredericia,2011,50153.75,Southern Denmark
Fredericia,2012,50250.75,Southern Denmark
Fredericia,2013,50368.5,Southern Denmark
Fredericia,2014,50370.25,Southern Denmark
Fredericia,2015,50541.75,Southern Denmark
Fredericia,2016,50776.0,Southern Denmark
Fredericia,2017,50992.5,Southern Denmark
Fredericia,2018,51388.5,Southern Denmark
Fredericia,2019,51426.5,Southern Denmark
Fredericia,2020,51363.0,Southern Denmark
Fredericia,2021,51425.5,Southern Denmark
Fredericia,2022,51839.25,Southern Denmark
Fredericia,2023,52338.5,Southern Denmark
Fredericia,2024,52488.25,Southern Denmark
Frederiksberg,2008,94054.5,Capital Region
Frederiksberg,2009,95685.75,Capital Region
Frederiksberg,2010,97598.0,Capital Region
Frederiksberg,2011,99358.25,Capital Region
Frederiksberg,2012,100904.25,Capital Region
Frederiksberg,2013,102261.25,Capital Region
Frederiksberg,2014,102865.5,Capital Region
Frederiksberg,2015,103800.5,Capital Region
Frederiksberg,2016,104597.75,Capital Region
Frederiksberg,2017,104953.0,Capital Region
Frederiksberg,2018,104403.0,Capital Region
Frederiksberg,2019,104224.5,Capital Region
Frederiksberg,2020,104267.0,Capital Region
Frederiksberg,2021,103420.75,Capital Region
Frederiksberg,2022,104110.75,Capital Region
Frederiksberg,2023,104872.75,Capital Region
Frederiksberg,2024,105421.25,Capital Region
Frederikshavn,2008,62679.75,North Jutland
Frederikshavn,2009,62350.5,North Jutland
Frederikshavn,2010,61851.25,North Jutland
Frederikshavn,2011,61495.25,North Jutland
Frederikshavn,2012,61017.0,North Jutland
Frederikshavn,2013,60671.0,North Jutland
Frederikshavn,2014,60465.25,North Jutland
Frederikshavn,2015,60337.5,North Jutland
Frederikshavn,2016,60366.5,North Jutland
Frederikshavn,2017,60286.5,North Jutland
Frederikshavn,2018,60124.0,North Jutland
Frederikshavn,2019,59903.5,North Jutland
Frederikshavn,2020,59423.75,North Jutland
Frederikshavn,2021,58969.5,North Jutland
Frederikshavn,2022,58936.25,North Jutland
Frederikshavn,2023,58719.75,North Jutland
Frederikshavn,2024,58267.75,North Jutland
Frederikssund,2008,44192.0,Capital Region
Frederikssund,2009,44251.25,Capital Region
Frederikssund,2010,44282.0,Capital Region
Frederikssund,2011,44339.0,Capital Region
Frederikssund,2012,44384.25,Capital Region
Frederikssund,2013,44370.75,Capital Region
Frederikssund,2014,44452.25,Capital Region
Frederikssund,2015,44608.0,Capital Region
Frederikssund,2016,44857.75,Capital Region
Frederikssund,2017,45118.0,Capital Region
Frederikssund,2018,45252.5,Capital Region
Frederikssund,2019,45334.5,Capital Region
Frederikssund,2020,45366.0,Capital Region
Frederikssund,2021,45676.75,Capital Region
Frederikssund,2022,46045.25,Capital Region
Frederikssund,2023,46236.5,Capital Region
Frederikssund,2024,46720.0,Capital Region
Furesø,2008,37747.5,Capital Region
Furesø,2009,38073.0,Capital Region
Furesø,2010,38243.75,Capital Region
Furesø,2011,38289.5,Capital Region
Furesø,2012,38191.5,Capital Region
Furesø,2013,38254.0,Capital Region
Furesø,2014,38654.5,Capital Region
Furesø,2015,39476.5,Capital Region
Furesø,2016,40392.75,Capital Region
Furesø,2017,40647.25,Capital Region
Furesø,2018,40935.0,Capital Region
Furesø,2019,41120.25,Capital Region
Furesø,2020,40976.0,Capital Region
Furesø,2021,41124.0,Capital Region
Furesø,2022,41671.5,Capital Region
Furesø,2023,42242.5,Capital Region
Furesø,2024,42507.25,Capital Region
Gentofte,2008,69186.0,Capital Region
Gentofte,2009,70232.75,Capital Region
Gentofte,2010,71397.0,Capital Region
Gentofte,2011,72050.0,Capital Region
Gentofte,2012,73041.0,Capital Region
Gentofte,2013,73673.0,Capital Region
Gentofte,2014,74615.0,Capital Region
Gentofte,2015,75135.5,Capital Region
Gentofte,2016,75553.25,Capital Region
Gentofte,2017,75845.25,Capital Region
Gentofte,2018,75472.75,Capital Region
Gentofte,2019,75112.0,Capital Region
Gentofte,2020,74754.5,Capital Region
Gentofte,2021,74360.5,Capital Region
Gentofte,2022,74410.75,Capital Region
Gentofte,2023,74957.5,Capital Region
Gentofte,2024,75043.25,Capital Region
Gladsaxe,2008,62816.5,Capital Region
Gladsaxe,2009,63434.75,Capital Region
Gladsaxe,2010,64454.25,Capital Region
Gladsaxe,2011,65075.75,Capital Region
Gladsaxe,2012,65587.75,Capital Region
Gladsaxe,2013,66231.5,Capital Region
Gladsaxe,2014,66884.0,Capital Region
Gladsaxe,2015,67496.0,Capital Region
Gladsaxe,2016,68191.75,Capital Region
Gladsaxe,2017,69110.5,Capital Region
Gladsaxe,2018,69453.25,Capital Region
Gladsaxe,2019,69551.5,Capital Region
Gladsaxe,2020,69180.75,Capital Region
Gladsaxe,2021,69117.25,Capital Region
Gladsaxe,2022,69482.5,Capital Region
Gladsaxe,2023,70240.75,Capital Region
Gladsaxe,2024,70807.25,Capital Region
Glostrup,2008,20788.0,Capital Region
Glostrup,2009,21129.75,Capital Region
Glostrup,2010,21372.0,Capital Region
Glostrup,2011,21480.25,Capital Region
Glostrup,2012,21727.0,Capital Region
Glostrup,2013,21973.5,Capital Region
Glostrup,2014,22197.75,Capital Region
Glostrup,2015,22398.25,Capital Region
Glostrup,2016,22480.5,Capital Region
Glostrup,2017,22555.0,Capital Region
Glostrup,2018,22586.25,Capital Region
Glostrup,2019,22841.75,Capital Region
Glostrup,2020,23275.0,Capital Region
Glostrup,2021,23480.5,Capital Region
Glostrup,2022,23553.75,Capital Region
Glostrup,2023,23668.25,Capital Region
Glostrup,2024,23913.5,Capital Region
Greve,2008,47793.0,Zealand Region
Greve,2009,47902.0,Zealand Region
Greve,2010,47873.5,Zealand Region
Greve,2011,47939.25,Zealand Region
Greve,2012,47973.0,Zealand Region
Greve,2013,48033.5,Zealand Region
Greve,2014,48431.0,Zealand Region
Greve,2015,49057.75,Zealand Region
Greve,2016,49666.75,Zealand Region
Greve,2017,49971.0,Zealand Region
Greve,2018,50056.25,Zealand Region
Greve,2019,50325.5,Zealand Region
Greve,2020,50522.75,Zealand Region
Greve,2021,50609.25,Zealand Region
Greve,2022,51131.25,Zealand Region
Greve,2023,51588.75,Zealand Region
Greve,2024,52574.75,Zealand Region
Gribskov,2008,40607.0,Capital Region
Gribskov,2009,40707.0,Capital Region
Gribskov,2010,40758.5,Capital Region
Gribskov,2011,40651.75,Capital Region
Gribskov,2012,40657.25,Capital Region
Gribskov,2013,40739.25,Capital Region
Gribskov,2014,40867.75,Capital Region
Gribskov,2015,40985.5,Capital Region
Gribskov,2016,41190.25,Capital Region
Gribskov,2017,41235.0,Capital Region
Gribskov,2018,41251.25,Capital Region
Gribskov,2019,41202.75,Capital Region
Gribskov,2020,41094.25,Capital Region
Gribskov,2021,41112.5,Capital Region
Gribskov,2022,41403.5,Capital Region
Gribskov,2023,41826.5,Capital Region
Gribskov,2024,41910.0,Capital Region
Guldborgsund,2008,63401.5,Zealand Region
Guldborgsund,2009,63052.0,Zealand Region
Guldborgsund,2010,62806.5,Zealand Region
Guldborgsund,2011,62245.75,Zealand Region
Guldborgsund,2012,61712.5,Zealand Region
Guldborgsund,2013,61191.0,Zealand Region
Guldborgsund,2014,60917.75,Zealand Region
Guldborgsund,2015,60870.0,Zealand Region
Guldborgsund,2016,61121.0,Zealand Region
Guldborgsund,2017,61266.0,Zealand Region
Guldborgsund,2018,61102.25,Zealand Region
Guldborgsund,2019,60858.0,Zealand Region
Guldborgsund,2020,60503.75,Zealand Region
Guldborgsund,2021,60367.0,Zealand Region
Guldborgsund,2022,60350.5,Zealand Region
Guldborgsund,2023,60040.5,Zealand Region
Guldborgsund,2024,59582.75,Zealand Region
Haderslev,2008,56443.0,Southern Denmark
Haderslev,2009,56445.5,Southern Denmark
Haderslev,2010,56303.25,Southern Denmark
Haderslev,2011,56123.5,Southern Denmark
Haderslev,2012,56212.75,Southern Denmark
Haderslev,2013,56034.25,Southern Denmark
Haderslev,2014,55912.25,Southern Denmark
Haderslev,2015,55964.5,Southern Denmark
Haderslev,2016,56045.25,Southern Denmark
Haderslev,2017,56006.75,Southern Denmark
Haderslev,2018,55921.25,Southern Denmark
Haderslev,2019,55798.75,Southern Denmark
Haderslev,2020,55572.25,Southern Denmark
Haderslev,2021,55367.25,Southern Denmark
Haderslev,2022,55404.25,Southern Denmark
Haderslev,2023,55440.75,Southern Denmark
Haderslev,2024,55361.0,Southern Denmark
Halsnæs,2008,30882.25,Capital Region
Halsnæs,2009,31075.25,Capital Region
Halsnæs,2010,31081.5,Capital Region
Halsnæs,2011,31083.5,Capital Region
Halsnæs,2012,30896.0,Capital Region
Halsnæs,2013,30756.0,Capital Region
Halsnæs,2014,30696.25,Capital Region
Halsnæs,2015,30849.0,Capital Region
Halsnæs,2016,31114.25,Capital Region
Halsnæs,2017,31243.0,Capital Region
Halsnæs,2018,31282.75,Capital Region
Halsnæs,2019,31359.5,Capital Region
Halsnæs,2020,31478.5,Capital Region
Halsnæs,2021,31443.25,Capital Region
Halsnæs,2022,31495.5,Capital Region
Halsnæs,2023,31501.0,Capital Region
Halsnæs,2024,31601.5,Capital Region
Hedensted,2008,45745.0,Central Jutland
Hedensted,2009,45976.0,Central Jutland
Hedensted,2010,45977.75,Central Jutland
Hedensted,2011,46054.0,Central Jutland
Hedensted,2012,45945.25,Central Jutland
Hedensted,2013,45834.25,Central Jutland
Hedensted,2014,45861.75,Central Jutland
Hedensted,2015,46207.75,Central Jutland
Hedensted,2016,46318.75,Central Jutland
Hedensted,2017,46603.5,Central Jutland
Hedensted,2018,46651.5,Central Jutland
Hedensted,2019,46703.0,Central Jutland
Hedensted,2020,46719.25,Central Jutland
Hedensted,2021,46925.25,Central Jutland
Hedensted,2022,47366.25,Central Jutland
Hedensted,2023,47641.0,Central Jutland
Hedensted,2024,47803.75,Central Jutland
Helsingør,2008,60859.0,Capital Region
Helsingør,2009,61071.25,Capital Region
Helsingør,2010,61274.25,Capital Region
Helsingør,2011,61360.5,Capital Region
Helsingør,2012,61601.5,Capital Region
Helsingør,2013,61572.25,Capital Region
Helsingør,2014,61593.75,Capital Region
Helsingør,2015,61867.25,Capital Region
Helsingør,2016,62319.0,Capital Region
Helsingør,2017,62567.5,Capital Region
Helsingør,2018,62666.75,Capital Region
Helsingør,2019,62637.5,Capital Region
Helsingør,2020,62881.0,Capital Region
Helsingør,2021,63079.5,Capital Region
Helsingør,2022,63121.0,Capital Region
Helsingør,2023,63585.25,Capital Region
Helsingør,2024,63940.75,Capital Region
Herlev,2008,26606.5,Capital Region
Herlev,2009,26603.5,Capital Region
Herlev,2010,26636.75,Capital Region
Herlev,2011,26580.5,Capital Region
Herlev,2012,26696.0,Capital Region
Herlev,2013,27109.5,Capital Region
Herlev,2014,27897.75,Capital Region
Herlev,2015,28205.75,Capital Region
Herlev,2016,28426.5,Capital Region
Herlev,2017,28482.5,Capital Region
Herlev,2018,28595.5,Capital Region
Herlev,2019,28900.25,Capital Region
Herlev,2020,28932.5,Capital Region
Herlev,2021,28866.0,Capital Region
Herlev,2022,28891.25,Capital Region
Herlev,2023,29349.5,Capital Region
Herlev,2024,30117.0,Capital Region
Herning,2008,84597.25,Central Jutland
Herning,2009,85298.25,Central Jutland
Herning,2010,85658.25,Central Jutland
Herning,2011,86004.75,Central Jutland
Herning,2012,86431.25,Central Jutland
Herning,2013,86660.75,Central Jutland
Herning,2014,86844.25,Central Jutland
Herning,2015,87134.25,Central Jutland
Herning,2016,87990.25,Central Jutland
Herning,2017,88572.25,Central Jutland
Herning,2018,88800.5,Central Jutland
Herning,2019,89025.75,Central Jutland
Herning,2020,89262.5,Central Jutland
Herning,2021,89271.5,Central Jutland
Herning,2022,89641.0,Central Jutland
Herning,2023,89978.0,Central Jutland
Herning,2024,89939.75,Central Jutland
Hillerød,2008,46720.75,Capital Region
Hillerød,2009,47194.5,Capital Region
Hillerød,2010,47640.25,Capital Region
Hillerød,2011,48059.5,Capital Region
Hillerød,2012,48241.5,Capital Region
Hillerød,2013,48352.25,Capital Region
Hillerød,2014,48790.75,Capital Region
Hillerød,2015,49332.75,Capital Region
Hillerød,2016,49834.0,Capital Region
Hillerød,2017,50265.5,Capital Region
Hillerød,2018,50748.75,Capital Region
Hillerød,2019,51143.25,Capital Region
Hillerød,2020,51213.5,Capital Region
Hillerød,2021,52024.0,Capital Region
Hillerød,2022,53609.75,Capital Region
Hillerød,2023,54200.5,Capital Region
Hillerød,2024,54591.5,Capital Region
Hjørring,2008,67159.25,North Jutland
Hjørring,2009,67012.25,North Jutland
Hjørring,2010,66682.5,North Jutland
Hjørring,2011,66417.0,North Jutland
Hjørring,2012,66033.0,North Jutland
Hjørring,2013,65609.0,North Jutland
Hjørring,2014,65441.5,North Jutland
Hjørring,2015,65362.0,North Jutland
Hjørring,2016,65347.25,North Jutland
Hjørring,2017,65340.5,North Jutland
Hjørring,2018,65099.75,North Jutland
Hjørring,2019,64650.5,North Jutland
Hjørring,2020,64393.25,North Jutland
Hjørring,2021,64033.0,North Jutland
Hjørring,2022,63915.75,North Jutland
Hjørring,2023,63920.0,North Jutland
Hjørring,2024,63538.75,North Jutland
Holbæk,2008,69229.0,Zealand Region
Holbæk,2009,69512.5,Zealand Region
Holbæk,2010,69557.75,Zealand Region
Holbæk,2011,69502.25,Zealand Region
Holbæk,2012,69368.75,Zealand Region
Holbæk,2013,69208.0,Zealand Region
Holbæk,2014,68982.5,Zealand Region
Holbæk,2015,69440.75,Zealand Region
Holbæk,2016,70332.5,Zealand Region
Holbæk,2017,70971.5,Zealand Region
