Municipality,Region,year,income
Herning,Central Jutland,2020,414914.6666666667
Hillerød,Capital Region,2020,474026.3333333333
Hjørring,North Jutland,2020,384748.0
Holbæk,Zealand Region,2020,411311.6666666667
Holstebro,Central Jutland,2020,401562.0
Horsens,Central Jutland,2020,407879.0
Hvidovre,Capital Region,2020,407630.6666666667
Høje-Taastrup,Capital Region,2020,398791.6666666667
Hørsholm,Capital Region,2020,708107.6666666666
Ikast-Brande,Central Jutland,2020,424574.0
Ishøj,Capital Region,2020,364820.6666666667
Jammerbugt,North Jutland,2020,384450.6666666667
Kalundborg,Zealand Region,2020,390999.3333333333
Kerteminde,Southern Denmark,2020,392939.6666666667
Kolding,Southern Denmark,2020,418637.6666666667
Køge,Zealand Region,2020,430893.3333333333
Langeland,Southern Denmark,2020,340035.0
Lejre,Zealand Region,2020,463643.3333333333
Lemvig,Central Jutland,2020,406310.6666666667
Lolland,Zealand Region,2020,330777.6666666667
Lyngby-Taarbæk,Capital Region,2020,577207.3333333334
Læsø,North Jutland,2020,338138.6666666667
Mariagerfjord,North Jutland,2020,390000.0
Middelfart,Southern Denmark,2020,432931.3333333333
Morsø,North Jutland,2020,365478.0
Norddjurs,Central Jutland,2020,364596.6666666667
Nordfyns,Southern Denmark,2020,379912.3333333333
Nyborg,Southern Denmark,2020,381028.0
Næstved,Zealand Region,2020,396372.0
Odder,Central Jutland,2020,436959.0
Odense,Southern Denmark,2020,366275.0
Odsherred,Zealand Region,2020,365204.3333333333
Randers,Central Jutland,2020,383193.0
Rebild,North Jutland,2020,436886.0
Ringkøbing-Skjern,Central Jutland,2020,404275.6666666667
Ringsted,Zealand Region,2020,411950.0
Roskilde,Zealand Region,2020,471354.3333333333
Rudersdal,Capital Region,2020,759382.0
Rødovre,Capital Region,2020,409760.3333333333
Samsø,Central Jutland,2020,369140.3333333333
Silkeborg,Central Jutland,2020,438698.3333333333
Skanderborg,Central Jutland,2020,485785.0
Skive,Central Jutland,2020,391148.6666666667
Slagelse,Zealand Region,2020,376554.0
Solrød,Zealand Region,2020,527006.0
Sorø,Zealand Region,2020,409096.3333333333
Stevns,Zealand Region,2020,410934.3333333333
Struer,Central Jutland,2020,378810.6666666667
Svendborg,Southern Denmark,2020,392830.3333333333
Syddjurs,Central Jutland,2020,416211.0
Sønderborg,Southern Denmark,2020,381108.6666666667
Thisted,North Jutland,2020,384114.0
Tårnby,Capital Region,2020,440243.6666666667
Tønder,Southern Denmark,2020,366607.3333333333
Vallensbæk,Capital Region,2020,460079.0
Varde,Southern Denmark,2020,397851.0
Vejen,Southern Denmark,2020,397199.0
Vejle,Southern Denmark,2020,433099.0
Vesthimmerland,North Jutland,2020,371636.0
Viborg,Central Jutland,2020,409615.3333333333
Vordingborg,Zealand Region,2020,372976.6666666667
Ærø,Southern Denmark,2020,336656.3333333333
Aabenraa,Southern Denmark,2021,396367.3333333333
Aalborg,North Jutland,2021,392941.3333333333
Aarhus,Central Jutland,2021,424579.0
Albertslund,Capital Region,2021,386781.3333333333
Allerød,Capital Region,2021,591640.3333333334
Assens,Southern Denmark,2021,398646.6666666667
Ballerup,Capital Region,2021,438722.3333333333
Billund,Southern Denmark,2021,433581.3333333333
Bornholm,Capital Region,2021,362634.0
Brøndby,Capital Region,2021,383494.0
Brønderslev,North Jutland,2021,403968.6666666667
Copenhagen,Capital Region,2021,419274.3333333333
Dragør,Capital Region,2021,586147.3333333334
Egedal,Capital Region,2021,527427.6666666666
Esbjerg,Southern Denmark,2021,414190.6666666667
Faaborg-Midtfyn,Southern Denmark,2021,395295.3333333333
Fanø,Southern Denmark,2021,443753.0
Favrskov,Central Jutland,2021,470739.0
Faxe,Zealand Region,2021,409746.6666666667
Fredensborg,Capital Region,2021,541999.6666666666
Fredericia,Southern Denmark,2021,409747.0
Frederiksberg,Capital Region,2021,511208.0
Frederikshavn,North Jutland,2021,388490.3333333333
Frederikssund,Capital Region,2021,449992.3333333333
Furesø,Capital Region,2021,587433.0
Gentofte,Capital Region,2021,893424.3333333334
Gladsaxe,Capital Region,2021,474001.0
Glostrup,Capital Region,2021,425724.0
Greve,Zealand Region,2021,484932.6666666667
Gribskov,Capital Region,2021,456989.3333333333
Guldborgsund,Zealand Region,2021,375970.0
Haderslev,Southern Denmark,2021,392382.6666666667
Halsnæs,Capital Region,2021,409246.6666666667
Hedensted,Central Jutland,2021,442159.6666666667
Helsingør,Capital Region,2021,486562.0
Herlev,Capital Region,2021,439882.6666666667
Herning,Central Jutland,2021,430240.6666666667
Hillerød,Capital Region,2021,493993.6666666667
Hjørring,North Jutland,2021,399644.3333333333
Holbæk,Zealand Region,2021,432605.6666666667
Holstebro,Central Jutland,2021,427166.3333333333
Horsens,Central Jutland,2021,423264.6666666667
Hvidovre,Capital Region,2021,426758.0
Høje-Taastrup,Capital Region,2021,415065.6666666667
Hørsholm,Capital Region,2021,725319.6666666666
Ikast-Brande,Central Jutland,2021,414560.6666666667
Ishøj,Capital Region,2021,380444.0
Jammerbugt,North Jutland,2021,405860.0
Kalundborg,Zealand Region,2021,410675.0
Kerteminde,Southern Denmark,2021,421152.3333333333
Kolding,Southern Denmark,2021,436718.3333333333
Køge,Zealand Region,2021,445794.0
Langeland,Southern Denmark,2021,342923.6666666667
Lejre,Zealand Region,2021,485849.0
Lemvig,Central Jutland,2021,425369.3333333333
Lolland,Zealand Region,2021,350181.0
Lyngby-Taarbæk,Capital Region,2021,624304.6666666666
Læsø,North Jutland,2021,365750.6666666667
Mariagerfjord,North Jutland,2021,405417.6666666667
Middelfart,Southern Denmark,2021,447733.0
Morsø,North Jutland,2021,376935.3333333333
Norddjurs,Central Jutland,2021,377215.0
Nordfyns,Southern Denmark,2021,394164.6666666667
Nyborg,Southern Denmark,2021,397142.0
Næstved,Zealand Region,2021,414204.0
Odder,Central Jutland,2021,451780.0
Odense,Southern Denmark,2021,385140.3333333333
Odsherred,Zealand Region,2021,381641.3333333333
Randers,Central Jutland,2021,396713.3333333333
Rebild,North Jutland,2021,455133.3333333333
Ringkøbing-Skjern,Central Jutland,2021,423877.3333333333
Ringsted,Zealand Region,2021,430659.0
Roskilde,Zealand Region,2021,494767.6666666667
Rudersdal,Capital Region,2021,831674.6666666666
Rødovre,Capital Region,2021,427075.0
Samsø,Central Jutland,2021,382720.3333333333
Silkeborg,Central Jutland,2021,459593.3333333333
Skanderborg,Central Jutland,2021,504906.0
Skive,Central Jutland,2021,401989.0
Slagelse,Zealand Region,2021,397222.0
Solrød,Zealand Region,2021,547092.6666666666
Sorø,Zealand Region,2021,430129.0
Stevns,Zealand Region,2021,428357.0
Struer,Central Jutland,2021,398042.3333333333
Svendborg,Southern Denmark,2021,412536.3333333333
Syddjurs,Central Jutland,2021,444618.6666666667
Sønderborg,Southern Denmark,2021,398363.0
Thisted,North Jutland,2021,399356.6666666667
Tårnby,Capital Region,2021,458121.6666666667
Tønder,Southern Denmark,2021,380730.3333333333
Vallensbæk,Capital Region,2021,478311.3333333333
Varde,Southern Denmark,2021,416555.6666666667
Vejen,Southern Denmark,2021,415519.3333333333
Vejle,Southern Denmark,2021,455556.0
Vesthimmerland,North Jutland,2021,401567.6666666667
Viborg,Central Jutland,2021,427683.0
Vordingborg,Zealand Region,2021,388467.0
Ærø,Southern Denmark,2021,349446.3333333333
Aabenraa,Southern Denmark,2022,403169.3333333333
Aalborg,North Jutland,2022,398049.6666666667
Aarhus,Central Jutland,2022,423823.3333333333
Albertslund,Capital Region,2022,389872.3333333333
Allerød,Capital Region,2022,595009.3333333334
Assens,Southern Denmark,2022,400275.6666666667
Ballerup,Capital Region,2022,440099.3333333333
Billund,Southern Denmark,2022,440457.3333333333
Bornholm,Capital Region,2022,362519.3333333333
Brøndby,Capital Region,2022,385695.0
Brønderslev,North Jutland,2022,406016.6666666667
Copenhagen,Capital Region,2022,419209.3333333333
Dragør,Capital Region,2022,590710.3333333334
Egedal,Capital Region,2022,514250.3333333333
Esbjerg,Southern Denmark,2022,416022.0
Faaborg-Midtfyn,Southern Denmark,2022,401756.3333333333
Fanø,Southern Denmark,2022,435742.6666666667
Favrskov,Central Jutland,2022,472007.3333333333
Faxe,Zealand Region,2022,413958.3333333333
Fredensborg,Capital Region,2022,519184.6666666667
Fredericia,Southern Denmark,2022,413085.0
Frederiksberg,Capital Region,2022,502172.3333333333
Frederikshavn,North Jutland,2022,394945.0
Frederikssund,Capital Region,2022,454313.6666666667
Furesø,Capital Region,2022,581215.3333333334
Gentofte,Capital Region,2022,872606.3333333334
Gladsaxe,Capital Region,2022,474603.3333333333
Glostrup,Capital Region,2022,427269.3333333333
Greve,Zealand Region,2022,482075.3333333333
Gribskov,Capital Region,2022,456514.3333333333
Guldborgsund,Zealand Region,2022,377170.0
Haderslev,Southern Denmark,2022,396005.3333333333
Halsnæs,Capital Region,2022,409178.6666666667
Hedensted,Central Jutland,2022,448243.6666666667
Helsingør,Capital Region,2022,477365.0
Herlev,Capital Region,2022,438917.6666666667
Herning,Central Jutland,2022,435240.0
Hillerød,Capital Region,2022,492869.3333333333
Hjørring,North Jutland,2022,401149.3333333333
Holbæk,Zealand Region,2022,434921.6666666667
Holstebro,Central Jutland,2022,426231.3333333333
Horsens,Central Jutland,2022,424147.3333333333
Hvidovre,Capital Region,2022,431541.6666666667
Høje-Taastrup,Capital Region,2022,412895.0
Hørsholm,Capital Region,2022,713231.6666666666
Ikast-Brande,Central Jutland,2022,421180.6666666667
Ishøj,Capital Region,2022,383894.0
Jammerbugt,North Jutland,2022,404317.0
Kalundborg,Zealand Region,2022,419165.0
Kerteminde,Southern Denmark,2022,417230.0
Kolding,Southern Denmark,2022,434222.3333333333
Køge,Zealand Region,2022,446539.3333333333
Langeland,Southern Denmark,2022,350287.3333333333
Lejre,Zealand Region,2022,485372.3333333333
Lemvig,Central Jutland,2022,430831.0
Lolland,Zealand Region,2022,354474.0
Lyngby-Taarbæk,Capital Region,2022,606330.0
Læsø,North Jutland,2022,344803.0
Mariagerfjord,North Jutland,2022,412580.0
Middelfart,Southern Denmark,2022,457110.3333333333
Morsø,North Jutland,2022,391516.6666666667
Norddjurs,Central Jutland,2022,386005.0
Nordfyns,Southern Denmark,2022,400106.6666666667
Nyborg,Southern Denmark,2022,399930.6666666667
Næstved,Zealand Region,2022,414543.3333333333
Odder,Central Jutland,2022,451324.3333333333
Odense,Southern Denmark,2022,385739.6666666667
Odsherred,Zealand Region,2022,384290.0
Randers,Central Jutland,2022,402678.6666666667
Rebild,North Jutland,2022,465612.3333333333
Ringkøbing-Skjern,Central Jutland,2022,424806.0
Ringsted,Zealand Region,2022,431574.6666666667
Roskilde,Zealand Region,2022,493331.6666666667
Rudersdal,Capital Region,2022,784951.6666666666
Rødovre,Capital Region,2022,427867.3333333333
Samsø,Central Jutland,2022,370818.6666666667
Silkeborg,Central Jutland,2022,462421.0
Skanderborg,Central Jutland,2022,503491.0
Skive,Central Jutland,2022,409094.0
Slagelse,Zealand Region,2022,402405.3333333333
Solrød,Zealand Region,2022,535305.3333333334
Sorø,Zealand Region,2022,431100.0
Stevns,Zealand Region,2022,433238.6666666667
Struer,Central Jutland,2022,403236.3333333333
Svendborg,Southern Denmark,2022,414700.3333333333
Syddjurs,Central Jutland,2022,429104.0
Sønderborg,Southern Denmark,2022,399135.3333333333
Thisted,North Jutland,2022,404049.6666666667
Tårnby,Capital Region,2022,462904.3333333333
Tønder,Southern Denmark,2022,397171.6666666667
Vallensbæk,Capital Region,2022,472164.0
Varde,Southern Denmark,2022,422634.3333333333
Vejen,Southern Denmark,2022,421416.0
Vejle,Southern Denmark,2022,454159.6666666667
Vesthimmerland,North Jutland,2022,404626.0
Viborg,Central Jutland,2022,431781.6666666667
Vordingborg,Zealand Region,2022,398132.0
Ærø,Southern Denmark,2022,347889.6666666667
Aabenraa,Southern Denmark,2023,412758.6666666667
Aalborg,North Jutland,2023,414551.0
Aarhus,Central Jutland,2023,439511.0
Albertslund,Capital Region,2023,406252.6666666667
Allerød,Capital Region,2023,608622.3333333334
Assens,Southern Denmark,2023,414751.0
Ballerup,Capital Region,2023,462326.6666666667
Billund,Southern Denmark,2023,661124.3333333334
Bornholm,Capital Region,2023,379627.0
Brøndby,Capital Region,2023,398773.6666666667
Brønderslev,North Jutland,2023,417332.0
Copenhagen,Capital Region,2023,444489.3333333333
Dragør,Capital Region,2023,621082.0
Egedal,Capital Region,2023,541249.0
Esbjerg,Southern Denmark,2023,433029.6666666667
Faaborg-Midtfyn,Southern Denmark,2023,413373.6666666667
Fanø,Southern Denmark,2023,445421.0
Favrskov,Central Jutland,2023,485127.3333333333
Faxe,Zealand Region,2023,427214.3333333333
Fredensborg,Capital Region,2023,550826.0
Fredericia,Southern Denmark,2023,427564.3333333333
Frederiksberg,Capital Region,2023,530505.0
Frederikshavn,North Jutland,2023,407399.0
Frederikssund,Capital Region,2023,467642.3333333333
Furesø,Capital Region,2023,619632.0
Gentofte,Capital Region,2023,1008805.0
Gladsaxe,Capital Region,2023,503998.3333333333
Glostrup,Capital Region,2023,442074.6666666667
Greve,Zealand Region,2023,506002.0
Gribskov,Capital Region,2023,472444.6666666667
Guldborgsund,Zealand Region,2023,388890.6666666667
Haderslev,Southern Denmark,2023,407556.6666666667
Halsnæs,Capital Region,2023,427414.6666666667
Hedensted,Central Jutland,2023,455639.0
Helsingør,Capital Region,2023,497936.3333333333
Herlev,Capital Region,2023,463303.6666666667
Herning,Central Jutland,2023,445474.3333333333
Hillerød,Capital Region,2023,512780.3333333333
Hjørring,North Jutland,2023,413844.3333333333
Holbæk,Zealand Region,2023,449978.6666666667
Holstebro,Central Jutland,2023,436944.3333333333
Horsens,Central Jutland,2023,433769.3333333333
Hvidovre,Capital Region,2023,452093.6666666667
Høje-Taastrup,Capital Region,2023,429114.3333333333
Hørsholm,Capital Region,2023,738002.0
Ikast-Brande,Central Jutland,2023,426259.3333333333
Ishøj,Capital Region,2023,401193.0
Jammerbugt,North Jutland,2023,410261.0
Kalundborg,Zealand Region,2023,438911.3333333333
Kerteminde,Southern Denmark,2023,435589.6666666667
Kolding,Southern Denmark,2023,449470.0
Køge,Zealand Region,2023,465224.0
Langeland,Southern Denmark,2023,365419.6666666667
Lejre,Zealand Region,2023,500751.6666666667
Lemvig,Central Jutland,2023,444761.3333333333
Lolland,Zealand Region,2023,368683.0
Lyngby-Taarbæk,Capital Region,2023,673711.6666666666
Læsø,North Jutland,2023,368908.0
Mariagerfjord,North Jutland,2023,422829.6666666667
Middelfart,Southern Denmark,2023,468068.0
Morsø,North Jutland,2023,394264.3333333333
Norddjurs,Central Jutland,2023,395154.3333333333
Nordfyns,Southern Denmark,2023,411210.6666666667
Nyborg,Southern Denmark,2023,418554.3333333333
Næstved,Zealand Region,2023,426782.0
Odder,Central Jutland,2023,466966.0
Odense,Southern Denmark,2023,406461.0
Odsherred,Zealand Region,2023,396623.6666666667
Randers,Central Jutland,2023,413374.6666666667
Rebild,North Jutland,2023,479895.0
Ringkøbing-Skjern,Central Jutland,2023,437352.3333333333
Ringsted,Zealand Region,2023,446045.6666666667
Roskilde,Zealand Region,2023,523199.0
Rudersdal,Capital Region,2023,850566.3333333334
Rødovre,Capital Region,2023,448030.3333333333
Samsø,Central Jutland,2023,386252.3333333333
Silkeborg,Central Jutland,2023,476172.3333333333
Skanderborg,Central Jutland,2023,518137.0
Skive,Central Jutland,2023,416918.0
Slagelse,Zealand Region,2023,408623.3333333333
Solrød,Zealand Region,2023,566898.0
Sorø,Zealand Region,2023,446236.0
Stevns,Zealand Region,2023,443824.3333333333
Struer,Central Jutland,2023,410554.6666666667
Svendborg,Southern Denmark,2023,427130.3333333333
Syddjurs,Central Jutland,2023,440788.6666666667
Sønderborg,Southern Denmark,2023,410703.6666666667
Thisted,North Jutland,2023,406235.6666666667
Tårnby,Capital Region,2023,487039.3333333333
Tønder,Southern Denmark,2023,398183.0
Vallensbæk,Capital Region,2023,487804.3333333333
Varde,Southern Denmark,2023,431934.3333333333
Vejen,Southern Denmark,2023,614438.3333333334
Vejle,Southern Denmark,2023,471389.3333333333
Vesthimmerland,North Jutland,2023,409353.0
Viborg,Central Jutland,2023,435999.6666666667
Vordingborg,Zealand Region,2023,400526.3333333333
Ærø,Southern Denmark,2023,356355.6666666667
Aabenraa,Southern Denmark,2024,428860.3333333333
Aalborg,North Jutland,2024,431800.6666666667
Aarhus,Central Jutland,2024,456898.3333333333
Albertslund,Capital Region,2024,417284.3333333333
Allerød,Capital Region,2024,629271.3333333334
Assens,Southern Denmark,2024,420075.6666666667
Ballerup,Capital Region,2024,473557.0
Billund,Southern Denmark,2024,477838.6666666667
Bornholm,Capital Region,2024,390730.0
Brøndby,Capital Region,2024,413598.3333333333
Brønderslev,North Jutland,2024,426060.0
Copenhagen,Capital Region,2024,473218.6666666667
Dragør,Capital Region,2024,636765.0
Egedal,Capital Region,2024,549676.6666666666
Esbjerg,Southern Denmark,2024,450356.0
Faaborg-Midtfyn,Southern Denmark,2024,421671.0
Fanø,Southern Denmark,2024,451023.0
Favrskov,Central Jutland,2024,489993.0
Faxe,Zealand Region,2024,433629.3333333333
Fredensborg,Capital Region,2024,577254.0
Fredericia,Southern Denmark,2024,440805.6666666667
Frederiksberg,Capital Region,2024,556530.6666666666
Frederikshavn,North Jutland,2024,420256.6666666667
Frederikssund,Capital Region,2024,473019.3333333333
Furesø,Capital Region,2024,630426.0
Gentofte,Capital Region,2024,974135.6666666666
Gladsaxe,Capital Region,2024,520347.3333333333
Glostrup,Capital Region,2024,458829.3333333333
Greve,Zealand Region,2024,518801.6666666667
Gribskov,Capital Region,2024,481954.6666666667
Guldborgsund,Zealand Region,2024,396069.6666666667
Haderslev,Southern Denmark,2024,413902.3333333333
Halsnæs,Capital Region,2024,438877.6666666667
Hedensted,Central Jutland,2024,465727.6666666667
Helsingør,Capital Region,2024,515631.0
Herlev,Capital Region,2024,485942.6666666667
Herning,Central Jutland,2024,455578.0
Hillerød,Capital Region,2024,537738.6666666666
Hjørring,North Jutland,2024,421572.6666666667
Holbæk,Zealand Region,2024,461350.0
Holstebro,Central Jutland,2024,448652.0
Horsens,Central Jutland,2024,447478.0
Hvidovre,Capital Region,2024,474445.6666666667
Høje-Taastrup,Capital Region,2024,444733.0
Hørsholm,Capital Region,2024,760604.0
Ikast-Brande,Central Jutland,2024,443206.6666666667
Ishøj,Capital Region,2024,412798.0
Jammerbugt,North Jutland,2024,421106.3333333333
Kalundborg,Zealand Region,2024,447125.0
Kerteminde,Southern Denmark,2024,441612.0
Kolding,Southern Denmark,2024,458616.0
Køge,Zealand Region,2024,487821.6666666667
Langeland,Southern Denmark,2024,363779.6666666667
Lejre,Zealand Region,2024,516267.0
Lemvig,Central Jutland,2024,454472.0
Lolland,Zealand Region,2024,375788.6666666667
Lyngby-Taarbæk,Capital Region,2024,676190.6666666666
Læsø,North Jutland,2024,372688.3333333333
Mariagerfjord,North Jutland,2024,432727.6666666667
Middelfart,Southern Denmark,2024,477436.0
Morsø,North Jutland,2024,405066.6666666667
Norddjurs,Central Jutland,2024,403929.6666666667
Nordfyns,Southern Denmark,2024,419328.3333333333
Nyborg,Southern Denmark,2024,422968.6666666667
Næstved,Zealand Region,2024,435174.6666666667
Odder,Central Jutland,2024,465993.0
Odense,Southern Denmark,2024,419040.0
Odsherred,Zealand Region,2024,402226.0
Randers,Central Jutland,2024,423082.0
Rebild,North Jutland,2024,494465.6666666667
Ringkøbing-Skjern,Central Jutland,2024,453118.6666666667
Ringsted,Zealand Region,2024,458005.0
Roskilde,Zealand Region,2024,545148.6666666666
Rudersdal,Capital Region,2024,913911.3333333334
Rødovre,Capital Region,2024,465512.0
Samsø,Central Jutland,2024,387459.3333333333
Silkeborg,Central Jutland,2024,486105.0
Skanderborg,Central Jutland,2024,527927.6666666666
Skive,Central Jutland,2024,428346.3333333333
Slagelse,Zealand Region,2024,419665.6666666667
Solrød,Zealand Region,2024,574714.6666666666
Sorø,Zealand Region,2024,458987.6666666667
Stevns,Zealand Region,2024,457897.0
Struer,Central Jutland,2024,421145.3333333333
Svendborg,Southern Denmark,2024,434737.6666666667
Syddjurs,Central Jutland,2024,450283.0
Sønderborg,Southern Denmark,2024,420716.3333333333
Thisted,North Jutland,2024,418048.6666666667
Tårnby,Capital Region,2024,503867.6666666667
Tønder,Southern Denmark,2024,408288.0
Vallensbæk,Capital Region,2024,500760.6666666667
Varde,Southern Denmark,2024,447332.0
Vejen,Southern Denmark,2024,603961.6666666666
Vejle,Southern Denmark,2024,486026.3333333333
Vesthimmerland,North Jutland,2024,416926.6666666667
Viborg,Central Jutland,2024,447502.0
Vordingborg,Zealand Region,2024,409744.3333333333
Ærø,Southern Denmark,2024,366094.0
